52245,"(41.663747084217, -91.5073632923502)"
16509,"(42.0717495987877, -80.0718225568007)"
55414,"(44.9602206, -93.2084069)"
66315,"(30.6936414, -88.1788365)"
01331,"(42.5800121789651, -72.2060879415669)"
84010,"(40.8774493942031, -111.880620768306)"
52246,"(41.6537844884435, -91.5589382312312)"
08403,"(39.3170421089278, -74.5254555792278)"
06472,"(41.3240823, -72.8816779)"
30040,"(34.2765897, -84.1177854)"
97214,"(45.5141891677279, -122.638485139503)"
75240,"(32.9250627, -96.8032293)"
43202,"(40.017445148025, -83.0108616248921)"
48118,"(42.3160029246655, -84.0102078444618)"
80521,"(40.58422625, -105.097802475)"
60402,"(41.9764439, -87.8070544)"
22904,"(38.0334753870514, -78.5204523040422)"
55337,"(44.7600892, -93.2980141)"
60067,"(42.1055409547047, -88.0589277792059)"
98034,"(47.7157535, -122.1735384)"
73034,"(35.6683442, -97.4644102)"
41850,"(30.6936414, -88.1788365)"
T8H1N,"(53.535411, -113.507996)"
08816,"(40.4634589, -74.4042534)"
02215,"(42.3478850880547, -71.103532336225)"
29379,"(34.7089355729316, -81.6143720262688)"
61801,"(40.097318, -88.211909)"
03755,"(43.7075878010515, -72.2761798201061)"
52241,"(41.6911167046849, -91.5844027419991)"
21218,"(39.3269308977676, -76.6035398486662)"
22902,"(37.992409, -78.441766)"
44133,"(41.3318253979427, -81.744219965189)"
20003,"(38.8876815, -76.9849135)"
46005,"(35.0501365, -81.2247964)"
89503,"(39.5318260157608, -119.82655383947)"
11701,"(40.6841150348851, -73.4133105770441)"
68106,"(41.2522024, -95.9853899)"
78155,"(29.5842202, -97.9673977)"
01913,"(42.8539535879358, -70.9287782602126)"
23112,"(37.4186367, -77.6257021)"
71457,"(31.7561909483805, -93.0923135728772)"
10707,"(40.9576164, -73.8124788)"
75206,"(32.8287386149802, -96.7728064929251)"
98006,"(47.5633693716172, -122.159269698229)"
90291,"(33.9974962446925, -118.46109862629)"
63129,"(38.4911666, -90.2928417)"
90254,"(33.8751466, -118.4013797)"
05146,"(43.185994623212, -72.6035308107635)"
30220,"(33.2325195664496, -84.8319760978219)"
55108,"(44.9798812, -93.1594893)"
55125,"(44.908028, -92.9194863)"
60466,"(41.4737969915804, -87.6850502448111)"
63130,"(38.6519153, -90.3268896)"
55423,"(44.8771672607711, -93.284660265199)"
77840,"(30.6111957, -96.3186546)"
90630,"(33.79802535, -118.016536226241)"
60613,"(41.9519226740363, -87.6612058155935)"
95032,"(37.2417879956038, -121.95897888482)"
75013,"(33.1168074485636, -96.6902603533917)"
17110,"(40.3114735769352, -76.8720130350818)"
97232,"(45.5292065219241, -122.636405011945)"
16125,"(41.3954752773108, -80.3765881446653)"
90210,"(34.0857566462957, -118.290698588719)"
67401,"(38.8384701083061, -97.6125202991384)"
06260,"(41.9170858864633, -71.8998836259372)"
99603,"(59.6706335775614, -151.467578168712)"
22206,"(38.8451248, -77.0993421)"
20008,"(38.940612, -77.067411)"
60615,"(41.7978199, -87.5826917)"
22202,"(38.8530767, -77.0591066)"
20015,"(38.961354, -77.052916)"
73439,"(33.9482878761368, -96.7081254978757)"
20009,"(38.9140884, -77.0461089)"
07039,"(40.789387169295, -74.3217462415751)"
60115,"(41.9536093, -88.7220538)"
15237,"(40.5493649943206, -80.0358043759488)"
94612,"(37.8089589, -122.2730583)"
78602,"(30.1219049379348, -97.3005691339422)"
80236,"(39.6573644, -105.032720050086)"
38401,"(35.619255568662, -87.035986276351)"
97365,"(44.6396031472534, -124.054366243277)"
84408,"(41.1876694892453, -111.964376357536)"
53211,"(43.0723457138274, -87.8839509461316)"
08904,"(40.5004350098536, -74.4236683986995)"
32250,"(30.2807023495363, -81.4053414841375)"
36117,"(32.3682421046908, -86.1725480662466)"
08832,"(40.5186392, -74.3078881)"
20910,"(38.9964212, -77.0362067)"
V3N4P,"(49.2433804, -122.9725459)"
83814,"(47.4516093, -117.0028337)"
02143,"(42.3833207238872, -71.1017065685503)"
97006,"(45.5319607, -122.870678561903)"
17325,"(39.808829, -77.293169)"
02139,"(42.36383625, -71.1093980023695)"
48103,"(42.263276, -83.7756212)"
68767,"(42.194799, -97.535332)"
60641,"(41.944740563093, -87.7418817995554)"
53703,"(43.0630501, -89.4005114)"
11217,"(40.68723885, -73.9801501324363)"
08360,"(39.525868, -75.019471)"
70808,"(30.4293497, -91.1686843)"
27606,"(35.7778503, -78.6626268)"
55346,"(44.862134, -93.4597318)"
66215,"(38.9600820619942, -94.7361144041255)"
55104,"(44.9574502, -93.1669412)"
15610,"(40.1201236994016, -79.4582924281891)"
97212,"(45.5444658554054, -122.643175760688)"
80123,"(39.6382736, -105.054847551443)"
53715,"(43.0672391, -89.3857428)"
55113,"(45.0080459446691, -93.1640528563129)"
L9G2B,"(43.225693, -79.976692)"
80127,"(39.589144122205, -105.131344034323)"
53705,"(43.0894892, -89.4788256)"
30067,"(33.91907595, -84.4675521232493)"
78750,"(30.4618312, -97.7488821)"
22207,"(38.8885321, -77.1108951)"
22306,"(38.7585746646085, -77.0847675264518)"
52302,"(42.0420127271678, -91.5919073001495)"
21911,"(39.6923612282717, -76.0477978085826)"
07030,"(40.7430988, -74.0344698)"
19104,"(39.9550455, -75.1820089)"
49512,"(42.8887450509082, -85.5667530872064)"
20755,"(39.1053978, -76.75721)"
60202,"(42.0305316292546, -87.6884635495277)"
33884,"(27.9935888191071, -81.6781270898338)"
27708,"(36.0032029270179, -78.9286953247652)"
76013,"(32.7271931, -97.1277656)"
97403,"(44.0410444519009, -123.07053961404)"
00000,"(38.6155346, -90.0453636)"
16801,"(40.7734404, -77.8605663)"
29440,"(33.3645277, -79.2814388)"
95014,"(37.3216746187758, -122.040229428519)"
95938,"(39.637730713781, -121.788697552022)"
95161,"(39.3687794439361, -120.252589121461)"
90840,"(33.783310946392, -118.108826179873)"
49931,"(47.121897, -88.5733954)"
02154,"(42.3824143, -71.2363039)"
93555,"(35.6244976074713, -117.670850747128)"
75094,"(33.0165891107398, -96.6195420633347)"
17604,"(40.0478299993831, -76.3262501255005)"
93402,"(35.3165365674247, -120.83063931043)"
E2A4H,"(0, 0)"
60201,"(42.051759, -87.6820676232468)"
32301,"(30.4456204, -84.2799786)"
10960,"(41.0931401031162, -73.9245881997735)"
06371,"(41.2965849, -72.3110576)"
53115,"(42.6333326225863, -88.6437367157116)"
92037,"(32.8702154, -117.2362906)"
01720,"(42.4786531787627, -71.4462086029343)"
85710,"(32.2701739, -110.9167135)"
03060,"(42.7177249, -71.4414562)"
32605,"(29.6800109571141, -82.3676624584087)"
61401,"(40.9764427, -90.354498)"
55345,"(44.9226146, -93.4631285)"
11231,"(40.6807124, -74.0108389)"
63033,"(38.7760112, -90.2940646)"
11727,"(40.8870515697169, -73.0062459373648)"
06513,"(41.3238634, -72.8812366)"
43212,"(39.9954918, -83.0397911)"
78205,"(29.4248988495451, -98.4879495293888)"
20685,"(38.470934, -76.493918)"
27502,"(35.7325958, -78.8500093)"
47906,"(40.455126496945, -86.9425534549531)"
43512,"(41.2860277456022, -84.3596994091378)"
58202,"(47.9208209381211, -97.0751321412345)"
92103,"(32.7435126, -117.1814288)"
60659,"(41.9852430888519, -87.7059686642985)"
22003,"(38.8396826, -77.1900839)"
22903,"(38.026364, -78.490525)"
14476,"(43.3442600564185, -78.0432064112841)"
01080,"(42.1792486952394, -72.3650609892483)"
99709,"(64.8439716, -147.8312806)"
98682,"(45.6721944471261, -122.524344655451)"
94702,"(37.8772962, -122.294400541685)"
22973,"(38.291159, -78.438061)"
53214,"(43.0251866, -87.9710544)"
63146,"(38.6910323, -90.429546)"
44124,"(41.5126526514558, -81.4776868631475)"
95628,"(38.6498417627264, -121.271936400836)"
20784,"(38.9517917472461, -76.8900973306105)"
20001,"(38.9158898404075, -77.0177398912616)"
31404,"(32.0697181, -81.0529815)"
55109,"(45.0121514188516, -93.0257692287919)"
28734,"(35.1797649026588, -83.3834741007395)"
20770,"(38.9915702, -76.8818148)"
37235,"(41.3822398, -81.7355692)"
84103,"(40.7783196839969, -111.872246996739)"
95110,"(37.3504828649949, -121.907393017133)"
85032,"(33.5995237, -112.0215179)"
07733,"(40.3895458089653, -74.1702667607521)"
42647,"(36.7132782814822, -84.4975135820734)"
07029,"(40.746441552532, -74.1559439635125)"
39042,"(32.266762682933, -89.9697998572536)"
77005,"(29.7266553, -95.4327707)"
77801,"(30.6237648, -96.3529242)"
48823,"(42.7424385826575, -84.47347840541)"
89801,"(40.83725825, -115.793183316402)"
85202,"(33.388683690964, -111.869987739524)"
78264,"(29.1738500935995, -98.4714636196653)"
90064,"(34.0485673250905, -118.374820268869)"
84601,"(40.2295960445703, -111.66602174691)"
78756,"(30.3344885, -97.7487998)"
83716,"(43.5693883486533, -116.140365309127)"
19422,"(40.1568570368923, -75.2758790058684)"
43201,"(40.0076114, -83.0180413)"
63119,"(38.5934996, -90.3623284)"
22932,"(38.0931262370275, -78.6966949167662)"
53706,"(43.0751788641541, -89.4119063548162)"
10016,"(40.7481119, -73.9843841350652)"
92064,"(32.9757853145122, -117.041697791219)"
95064,"(36.9961834, -122.054453205566)"
55406,"(44.9340557, -93.229487)"
30033,"(33.823763, -84.284779)"
85251,"(33.49292565, -111.929935197666)"
06059,"(41.9039406218908, -72.9166716027171)"
20057,"(38.9089262739653, -77.0747542730877)"
55305,"(44.9633097, -93.4031617)"
92629,"(33.4740964, -117.7172527)"
53713,"(43.035229, -89.388396)"
15217,"(40.432833630533, -79.9248862641867)"
31211,"(32.8806637524892, -83.6013922799538)"
23226,"(37.5692612, -77.5224106)"
94619,"(37.7905757349916, -122.19776831115)"
93550,"(34.5737913280339, -118.096353909438)"
44106,"(41.5031413025975, -81.6104564076219)"
94703,"(37.8630203599828, -122.272919057712)"
60804,"(41.86556105, -87.7452853680547)"
92110,"(32.7466544, -117.1924486)"
50325,"(41.6161742, -93.7478774)"
16803,"(40.7693506, -77.8993503)"
98103,"(47.6737582246601, -122.343943767539)"
01581,"(42.2709130638108, -71.6263699925403)"
63108,"(38.631172, -90.2274307)"
55439,"(44.8759412878452, -93.3701383620062)"
77904,"(28.8630350012026, -96.9999106843331)"
14853,"(42.447387547727, -76.4810920253907)"
71701,"(33.5625289039113, -92.8337860517174)"
94086,"(37.3751608869044, -122.033465699317)"
73132,"(35.529872, -97.5791667)"
55454,"(44.9677574, -93.2393179)"
95076,"(36.9532617227655, -121.785728163621)"
70802,"(30.4287614, -91.1706617)"
91711,"(34.0995877, -117.7125655)"
73071,"(35.3035189, -97.3305114)"
02110,"(42.3558684189052, -71.0544768017432)"
60035,"(42.178271, -87.818525)"
08043,"(39.8501534674636, -74.9528905355623)"
18301,"(41.015898, -75.181523)"
77009,"(29.787619, -95.370629)"
13210,"(43.052196, -76.116204)"
06518,"(41.3997771, -72.8896633)"
22030,"(38.8301468, -77.3158952)"
24060,"(37.2353469, -80.4329757)"
55413,"(44.9993852, -93.2233844)"
50613,"(42.4960713, -92.3545414)"
19149,"(40.0339684276766, -75.0722581976887)"
02176,"(42.4599431529375, -71.0646540153817)"
15235,"(40.4627543661522, -79.8293165805361)"
11101,"(40.7378342, -73.9414029)"
06779,"(41.5923286477188, -73.0867347687015)"
40504,"(38.0384683927615, -84.5387942744197)"
V0R2M,"(0, 0)"
30002,"(33.7798419560823, -84.2572461704812)"
33775,"(28.7225829, -81.2353683)"
42101,"(37.0129197354747, -86.455333976221)"
10522,"(41.013115, -73.849734)"
59717,"(45.6652432719532, -111.050020020983)"
37901,"(0, 0)"
44405,"(41.0783575662767, -80.5941902891355)"
30093,"(33.9186121368553, -84.164496266161)"
94117,"(37.7658773, -122.446747944347)"
94143,"(37.7650282473657, -122.433584659696)"
76059,"(32.3957840186409, -97.3283166019427)"
45660,"(38.9739438197632, -83.397155623229)"
61455,"(40.448835, -90.681665)"
49938,"(46.4660710925311, -90.157397013295)"
28480,"(34.2092423715132, -77.800006751525)"
60135,"(42.0980013662274, -88.6962723787479)"
92688,"(33.6316817, -117.5955808)"
98133,"(47.70816165, -122.352459048784)"
10022,"(40.7607161, -73.9669623)"
98027,"(47.4726825775694, -122.022126886742)"
44074,"(41.2931918497722, -82.2144907738488)"
85233,"(33.3947377605085, -111.856917203334)"
87501,"(35.6824045, -105.944159415737)"
01810,"(42.6475325051593, -71.1544353573883)"
50670,"(42.7027557872862, -92.6022232996027)"
37411,"(35.0121899, -85.2275641305054)"
92113,"(32.6981572308716, -117.118276283876)"
91335,"(34.1931786483726, -118.535984534939)"
08534,"(40.3242938138686, -74.7830542868584)"
99206,"(47.6014357, -117.201215)"
66046,"(38.9404497612022, -95.2401113844773)"
55116,"(44.9177602, -93.197931)"
78746,"(30.3081619, -97.7898778)"
37777,"(35.8337305476901, -84.0196687299693)"
10010,"(40.7392225, -73.97336)"
18015,"(40.6125462, -75.3774024)"
02859,"(41.9627341305791, -71.710617709605)"
98117,"(47.6852074, -122.391576092637)"
55117,"(44.9861427452556, -93.1232346645376)"
94608,"(37.8367413708782, -122.284164074182)"
01824,"(42.6031345478952, -71.353147919821)"
75204,"(32.7929373, -96.7909198)"
45218,"(39.2678662158673, -84.5212190279062)"
43221,"(40.018699043888, -83.0638861388672)"
37412,"(34.99402515, -85.21840855)"
36106,"(32.3534657867325, -86.2650962355438)"
83702,"(43.6186981603401, -116.20357495167)"
85016,"(33.4876287, -112.048068974584)"
84604,"(40.2575303, -111.665839703039)"
59801,"(46.8548859797365, -114.016773056173)"
83686,"(43.5604336709699, -116.595041641719)"
96819,"(21.3357178983349, -157.892199086013)"
44092,"(41.6037936905744, -81.464376681319)"
94551,"(37.6995765635801, -121.772435013112)"
60008,"(42.0747713, -88.0128435)"
92374,"(34.0635764702576, -117.181029794604)"
78213,"(29.5124661227331, -98.5219048919392)"
84107,"(40.6441775341024, -111.887424617345)"
95129,"(37.3054999221287, -122.011243485021)"
06811,"(41.4354729, -73.4716429)"
10019,"(40.7614133, -73.9835411786588)"
93109,"(34.4037110943681, -119.720756973916)"
03261,"(43.2151395638839, -71.2188254682401)"
61755,"(40.5394916665104, -89.3381819428757)"
98225,"(48.71497475, -122.50121118869)"
94025,"(37.4574197251638, -122.174990407589)"
44691,"(40.806251433186, -81.9500890286385)"
15222,"(40.4423121835327, -79.9984098897833)"
78212,"(29.447036, -98.500788)"
38115,"(35.0525706, -89.8469813)"
92626,"(33.6572863, -117.907564)"
21206,"(39.3529429, -76.5378963)"
43215,"(39.9693483, -82.9861913)"
02140,"(42.3934452183233, -71.1281913424527)"
91606,"(34.1844838274598, -118.392324172035)"
55422,"(45.0108156518203, -93.3386859918648)"
58644,"(37.5249764, -121.9493915)"
01602,"(42.2641684640778, -71.8369647945924)"
85258,"(33.55679885, -111.884931898368)"
29205,"(33.9910102007769, -80.9997678888816)"
98199,"(47.6483153966792, -122.397810265718)"
50311,"(41.5951555, -93.6860462)"
11211,"(40.7099324, -73.9599287)"
49705,"(45.383879, -84.510758)"
60007,"(42.0224699, -87.9640674)"
17345,"(40.061842430218, -76.7252123872105)"
43204,"(39.9569977806296, -83.0814360911556)"
20817,"(38.9992863658639, -77.1399453464359)"
48076,"(42.4875509, -83.2419583)"
55013,"(45.3553600185597, -92.8931270081076)"
85282,"(33.3934631113941, -111.930273271945)"
33308,"(26.1565468, -80.100427)"
53202,"(43.0407718, -87.9056762)"
92653,"(33.6129447, -117.7332656)"
10021,"(40.7666562, -73.9508886)"
55021,"(44.2927482, -93.257408)"
11758,"(40.6824987544703, -73.4597541287627)"
48446,"(43.0540264674642, -83.3336499933347)"
28018,"(35.4198387585497, -81.8143462632935)"
06333,"(41.3415682, -72.2384757)"
97330,"(44.5768794499422, -123.271150054329)"
83709,"(43.5858109355866, -116.299468811699)"
31820,"(32.5523727773066, -84.8333134388211)"
30011,"(34.0204344491937, -83.8353809233867)"
Y1A6B,"(0, 0)"
29201,"(34.0072714, -81.0492588)"
60630,"(41.9651127877312, -87.7623127686568)"
98102,"(47.6339344860011, -122.322130444388)"
02918,"(41.8437867533493, -71.4348627668083)"
75218,"(32.854034, -96.717318)"
94583,"(37.7608415396278, -121.955435060699)"
05001,"(43.651928, -72.43765)"
90804,"(33.7818285739245, -118.156021664203)"
91201,"(34.1683121116285, -118.284163722308)"
02341,"(42.058564954076, -70.8652626441169)"
78628,"(30.6840605, -97.7382835)"
77459,"(29.5591552187441, -95.5470539032672)"
87544,"(35.8731840754359, -106.289534239576)"
94708,"(37.8862735760492, -122.257887193967)"
93711,"(36.8200053584068, -119.831670667611)"
75230,"(32.800463, -96.8159405)"
60440,"(41.6970988, -88.0418384)"
02125,"(42.3188658972109, -71.0561329649638)"
55409,"(44.9272065960356, -93.2826553466621)"
98257,"(48.4019026864168, -122.496774307677)"
37771,"(35.815214, -84.2634304)"
40256,"(0, 0)"
21208,"(39.3759718, -76.7428904)"
95821,"(38.6190618153588, -121.392505777456)"
93101,"(34.4203174993441, -119.709399659624)"
92121,"(32.9009515365806, -117.192742744109)"
21012,"(39.0477899227241, -76.4971824186372)"
V5A2B,"(0, 0)"
53711,"(43.0516261, -89.4372488)"
94618,"(37.8486112, -122.237375301846)"
60090,"(42.1371111781369, -87.933961582815)"
49428,"(42.899495, -85.807025)"
03052,"(42.8842439, -71.4497979)"
50112,"(41.7304351118666, -92.7222333801614)"
55408,"(44.9475895648634, -93.2896208337688)"
75006,"(32.9650338, -96.9001534)"
94305,"(37.426421242635, -122.158087491501)"
10025,"(40.8058, -73.967835)"
23092,"(37.6020725889092, -76.5053161903009)"
92115,"(32.7605291062891, -117.069758286764)"
20657,"(38.392267, -76.447274)"
03869,"(43.2250460809147, -70.8349398090934)"
28450,"(34.3330975572803, -78.5202137310178)"
19382,"(39.9498143, -75.5882424)"
10011,"(40.7408472768193, -73.9994283907566)"
98038,"(47.37676542165, -122.031718714828)"
21250,"(39.2594623649272, -76.6523240739388)"
20090,"(34.0726615, -94.4816179772758)"
26241,"(38.9241191956426, -79.8529578554298)"
20707,"(39.0762502, -76.8676363)"
49508,"(42.85008545, -85.6356498087544)"
55320,"(45.397549985353, -94.0656866647983)"
12603,"(41.678552, -73.906518)"
02146,"(0, 0)"
55443,"(45.092556, -93.3581833)"
04102,"(43.6572458, -70.2990706)"
02159,"(42.3320837, -71.1884492)"
19711,"(39.7025376991725, -75.7383865112515)"
97124,"(45.5428597, -122.8853737)"
12180,"(42.7399834, -73.6834171)"
44224,"(41.1736349904405, -81.4382164343307)"
94040,"(37.4025058, -122.109696666152)"
97408,"(44.1368274834645, -123.064736247969)"
92705,"(33.7396848, -117.8483633)"
02324,"(41.9657494101149, -70.9641201720332)"
05464,"(44.6409182, -72.8329156)"
80302,"(40.01699215, -105.28065373231)"
30078,"(33.864099749682, -84.0200007061594)"
21010,"(39.3949368541178, -76.2970646738392)"
80303,"(39.9984138582618, -105.238207218652)"
84302,"(41.5097595015411, -112.036535106611)"
60515,"(41.8197325, -88.0290954)"
95123,"(37.2406257315768, -121.858003123695)"
29464,"(32.8157506803639, -79.8556015741067)"
08052,"(39.953203877423, -74.9974806577767)"
22911,"(38.1021804214177, -78.426249796776)"
14534,"(43.0705633864269, -77.5249640830174)"
95468,"(38.9128799156403, -123.703605466566)"
45680,"(38.4306547923112, -82.5543873811501)"
95453,"(39.0407908870515, -122.916332348339)"
68147,"(41.1805282047511, -95.9551833375447)"
62901,"(37.7203857817218, -89.2156535633313)"
23227,"(37.6018949, -77.4520145)"
30606,"(33.9770056, -83.4650671)"
63132,"(38.6734318066707, -90.3748647301816)"
60005,"(42.0371218, -87.9688263)"
20879,"(39.1686594726956, -77.1806198476062)"
32707,"(28.6649529839333, -81.3197219442473)"
94591,"(38.1280831445532, -122.216700915362)"
14627,"(43.1214901146924, -77.6272321138567)"
01915,"(42.5660236991779, -70.8752283074404)"
91903,"(32.8149038982684, -116.665563785714)"
01945,"(42.49844497628, -70.8643111604794)"
48911,"(42.6808639, -84.5768953)"
53188,"(43.0321999, -88.245103)"
46032,"(39.9648711, -86.1558062)"
98281,"(48.9862839576208, -123.069254292787)"
77845,"(30.6181353, -96.2911855)"
M7A1A,"(0, 0)"
17961,"(40.6443321700565, -76.0748162397169)"
94131,"(37.7504214247211, -122.45142946179)"
93003,"(34.28205205, -119.251495727469)"
29631,"(34.6845738542403, -82.8228304452299)"
27511,"(35.7564404, -78.781422)"
98501,"(47.0265666956826, -122.884944501251)"
79508,"(32.2814776453988, -99.8232053983578)"
14216,"(42.9481653450981, -78.8558598061738)"
93063,"(34.2770576599833, -118.708260850222)"
90034,"(34.0282731, -118.3907727)"
82435,"(44.760087746495, -108.776378534666)"
92093,"(32.8749988800484, -117.244056510886)"
97520,"(42.1921649818866, -122.694711772497)"
M4J2K,"(0, 0)"
31909,"(32.5407213641435, -84.9242018229102)"
77073,"(30.0303078, -95.4083595)"
84116,"(40.79684975, -111.933607661175)"
43085,"(40.0993666518988, -83.0150351689966)"
R3T5K,"(0, 0)"
02320,"(0, 0)"
99687,"(61.5607859493707, -149.47882330133)"
34656,"(39.95898, -105.167154)"
47905,"(40.418305358109, -86.8254912471014)"
11787,"(40.852042876819, -73.2071518445066)"
33716,"(27.866358, -82.643795)"
63044,"(38.7538065231408, -90.4243836033069)"
21227,"(39.2356481, -76.7270322)"
77008,"(29.7991465114468, -95.4152011155184)"
79070,"(36.3850825866766, -100.800105201594)"
29678,"(34.6580845925637, -82.9382071685018)"
80227,"(39.6581476, -105.056071801116)"
27705,"(36.0143874, -78.9395023)"
11201,"(40.696131, -73.996413)"
44212,"(41.2476142877107, -81.8236546498953)"
44134,"(41.3889649986405, -81.7040385422105)"
81648,"(40.0851916276762, -108.79802901862)"
14850,"(42.4474492310091, -76.4901597839299)"
60187,"(41.8610691, -88.1034056)"
20723,"(39.1227704, -76.8467778)"
19807,"(39.784014851415, -75.6095383634595)"
08034,"(39.9075693229857, -75.000644557557)"
94306,"(37.4242954910603, -122.139679624525)"
38866,"(34.35492152208, -88.6828222333333)"
23237,"(37.438546, -77.463738)"
48043,"(42.5958803926614, -82.8820635569955)"
74101,"(45.447211, -73.270982)"
01940,"(42.518386808926, -71.0360645800247)"
12065,"(42.8558278806726, -73.7852972927464)"
60626,"(42.0061924773416, -87.6671854307717)"
95521,"(40.869686040011, -124.088357432268)"
55122,"(44.7884223, -93.2071754)"
63645,"(37.5557920796768, -90.304260560635)"
51250,"(43.0801761933231, -96.160473730077)"
45810,"(40.7693069132752, -83.8207041425049)"
91351,"(34.418731708343, -118.461053466852)"
39762,"(33.455541100819, -88.7909762640629)"
02903,"(41.821307443184, -71.4044092950399)"
78739,"(30.1774117308675, -97.8827947310713)"
60657,"(41.9390371104024, -87.6561185914723)"
10314,"(40.6040173967575, -74.1471085027285)"
78704,"(30.2280314, -97.7734004)"
54248,"(45.650351, -73.511446)"
77380,"(30.1364874, -95.4637214)"
98121,"(47.6149827235713, -122.345905615879)"
19102,"(39.9462124, -75.1650177)"
19341,"(40.054376, -75.640339)"
94115,"(37.7841595209956, -122.435277014346)"
55412,"(45.0168513, -93.3100648)"
61820,"(40.1090401454396, -88.2407562706256)"
01970,"(42.5159215895469, -70.8992660126232)"
21114,"(39.0303303, -76.68357)"
91919,"(0, 0)"
90095,"(34.0671417459317, -118.444419988128)"
22906,"(47.67966535, -122.0340542)"
28814,"(35.5754145803593, -82.3900558405215)"
32712,"(28.7264304356021, -81.5219004251146)"
99835,"(57.0503575, -135.3129094)"
61462,"(40.9168335798115, -90.6407050151886)"
54302,"(44.5050469, -87.980704)"
90405,"(34.0099021812083, -118.464116586815)"
97208,"(45.527364, -122.6797425)"
55128,"(44.9502638, -92.986194)"
23509,"(36.875302, -76.253876)"
26506,"(39.6471121229856, -79.9556089994988)"
27713,"(35.9134800860339, -78.9207144295662)"
60476,"(41.5710858689931, -87.6120981882007)"
45439,"(39.6950414605892, -84.2165724596632)"
63304,"(38.7318946422534, -90.6254816585921)"
60089,"(42.167739024303, -87.9714558587222)"
18053,"(40.7094882042143, -75.7001797319548)"
85210,"(33.3856348535336, -111.852855428056)"
06365,"(41.5077520735549, -72.022242308309)"
94920,"(37.8840906641411, -122.474138057568)"
77042,"(29.7291149510497, -95.5630881045739)"
06906,"(41.0736559787316, -73.5247272536775)"
96754,"(22.2079742645991, -159.407597252087)"
76309,"(33.8934402908274, -98.5360179147836)"
56321,"(45.5854696796546, -94.3971391986848)"
89104,"(36.1504625834138, -115.127429585924)"
91105,"(34.1407025044311, -118.149836305188)"
54494,"(44.4015633, -89.801244)"
19146,"(39.94473285, -75.1668206409537)"
96349,"(0, 0)"
N4T1A,"(0, 0)"
92020,"(32.7931029820261, -116.972174278916)"
15203,"(40.4276633376535, -79.9783167387413)"
54901,"(44.0315611856208, -88.5402733927023)"
07204,"(40.6654828753422, -74.2663937889383)"
55343,"(44.929679, -93.3857586)"
91206,"(34.1539923343107, -118.232310425821)"
44265,"(41.033033875, -81.2550646875)"
84105,"(40.7377204840116, -111.859585280821)"
64118,"(39.1933537, -94.5793344)"
V0R2H,"(0, 0)"
16506,"(42.0699469625462, -80.1466114110224)"
11238,"(40.68269275, -73.964010576611)"
17331,"(39.7977728496417, -76.9772192000222)"
94403,"(37.54311855, -122.285331385957)"
40243,"(38.2393986324269, -85.536471384131)"
80538,"(40.4229526999472, -105.035612815897)"
56567,"(46.632047, -95.310348)"
32114,"(29.2039162545996, -81.0373711898717)"
70403,"(30.4845236622373, -90.4836076253553)"
98405,"(47.2354603, -122.5011429)"
85719,"(32.2667592184079, -110.949735932285)"
98072,"(47.73958395, -122.104539826241)"
95403,"(38.4587933, -122.76912075827)"
73162,"(35.5805745454227, -97.6439569887349)"
29210,"(34.0116494, -81.0644631)"
92660,"(33.6325528288413, -117.877685323244)"
47024,"(39.483448425627, -85.1751433399994)"
